,sexo_F,sexo_M,posse_de_veiculo_N,posse_de_veiculo_Y,posse_de_imovel_N,posse_de_imovel_Y,possui_fone_comercial_0,possui_fone_comercial_1,possui_fone_0,possui_fone_1,possui_email_0,possui_email_1,mau_False,mau_True,possui_celular_1
12457,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
12462,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1
12469,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
12470,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
12482,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
12483,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
12487,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
12489,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
12490,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1
12495,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1
12498,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
12499,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
12502,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
12507,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
12510,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
12511,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1
12513,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
12514,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
12517,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
12521,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
12522,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
12523,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
12524,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
12530,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
12534,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
12536,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
12537,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
12539,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
12540,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1
12542,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1
12544,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
12546,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
12549,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
12551,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
12553,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
12554,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
12558,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
12562,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
12566,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
12569,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1
12570,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1
12572,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
12573,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
12581,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
12582,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
12583,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
12588,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
12590,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
12595,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1
12598,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12602,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12604,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12609,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
12613,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1
12623,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1
12629,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12630,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1
12631,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
12634,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12637,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
12643,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12645,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
12650,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
12652,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
12655,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
12656,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1
12658,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12659,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12660,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
12662,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
12663,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
12664,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
12667,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12670,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
12672,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
12675,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1
12676,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12680,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12682,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
12686,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12687,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
12691,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1
12692,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12693,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
12697,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12699,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12702,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
12705,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
12710,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
12719,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
12722,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
12725,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
12727,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12730,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
12731,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
12732,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
12733,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12739,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
12740,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1
12741,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
12743,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12744,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
12747,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12748,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12750,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1
12752,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
12756,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
12762,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
12763,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12766,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
12767,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12768,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12769,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
12770,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
12773,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
12774,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
12776,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1
12778,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12779,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1
12784,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12791,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
12795,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
12796,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
12799,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
12800,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
12802,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12804,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
12809,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12810,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1
12811,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
12812,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
12820,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12821,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12822,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12824,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12825,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12828,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
12830,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12832,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
12834,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12835,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12840,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
12841,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
12846,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
12852,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12868,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12870,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12874,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12878,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
12880,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12883,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1
12885,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
12886,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
12887,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12888,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
12889,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
12893,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
12896,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
12897,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
12898,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1
12899,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
12901,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12902,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
12904,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12906,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
12910,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
12911,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
12913,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
12915,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
12918,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1
12920,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
12922,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12923,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
12933,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
12934,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
12938,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12944,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12946,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
12947,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
12949,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12951,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12952,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
12956,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12962,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
12963,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
12964,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12967,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12968,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12969,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
12971,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
12978,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1
12981,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12985,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
12986,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12988,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
12991,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
12993,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
12997,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
13001,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
13003,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
13005,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
13008,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13014,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13016,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13022,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
13027,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
13029,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
13030,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
13033,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13034,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
13035,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
13036,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13042,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13043,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13045,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
13046,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13047,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13051,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
13055,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
13058,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1
13059,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1
13061,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13065,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13066,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13069,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
13074,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
13075,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
13077,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
13078,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
13083,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
13087,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13091,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
13094,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
13096,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
13100,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13101,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13105,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13106,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
13112,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13115,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13118,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13119,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
13120,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
13122,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
13124,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1
13125,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
13127,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13128,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13132,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13134,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13135,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13140,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
13142,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
13143,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1
13145,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13146,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
13149,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13151,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
13153,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13156,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
13159,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
13161,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13162,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
13164,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13166,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13167,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
13171,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
13173,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
13175,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13177,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13178,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
13179,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
13180,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
13183,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13184,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
13186,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
13188,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
13189,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13190,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13191,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
13192,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
13193,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
13194,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
13196,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13197,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13198,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
13199,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
13200,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
13202,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1
13203,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
13204,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13205,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
13207,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
13208,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
13209,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
13213,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
13215,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13216,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
13217,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13218,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
13219,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
13220,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13221,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
13223,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13224,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
13225,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13226,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1
13227,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
13228,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
13229,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
13230,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
13231,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
13232,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13233,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13234,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13235,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1
13236,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
13237,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13238,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
13239,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13240,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
13241,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13242,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
13243,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
13245,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13248,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13252,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
13253,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1
13254,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
13257,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13258,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1
13259,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13261,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
13266,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13269,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
13270,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13278,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
13279,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13280,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
13282,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13285,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13287,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
13288,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13290,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13291,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
13292,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
13295,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13299,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
13302,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13306,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
13309,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
13310,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
13312,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13324,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1
13327,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13328,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
13329,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13332,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13335,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13338,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13340,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13341,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
13343,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
13344,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13348,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1
13349,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
13350,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
13353,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
13356,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
13358,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
13360,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
13363,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1
13367,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
13375,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
13376,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
13377,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
13380,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
13382,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13385,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13388,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
13389,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1
13393,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
13394,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
13396,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13397,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
13399,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
13404,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13406,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
13408,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1
13409,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
13412,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1
13418,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
13421,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1
13426,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
13428,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
13429,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1
13431,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
13435,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
13436,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13440,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13442,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1
13443,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
13445,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
13446,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
13447,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13450,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
13452,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1
13453,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13455,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
13456,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1
13457,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1
13458,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1
13459,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
13460,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
13461,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13462,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1
13463,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
13465,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
13467,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
13468,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
